Kullanım Durumu,Tipi,Binanın Yaşı,Binanın Kat Sayısı,Net Metrekare,Brüt Metrekare,Bulunduğu Kat,Site İçerisinde,Isıtma Tipi,Banyo Sayısı,Oda Sayısı,Balkon Durumu,Aidat,Fiyat,Ilce,Mahalle
Boş,Daire,21 Ve Üzeri,4,90,100,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,20000.0,Mamak,Abidinpaşa Mahallesi
Boş,Daire,21 Ve Üzeri,9,115,120,8.Kat,Hayır,Merkezi Doğalgaz,2,3+1,Var,350.0,37500.0,Altındağ,Zübeyde Hanım Mahallesi
Boş,Daire,11-15,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,150.0,19000.0,Mamak,Yeşilbayır Mahallesi
Boş,Daire,0 (Yeni),4,50,55,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,35000.0,Çankaya,Emek Mahallesi
Boş,Daire,16-20,3,120,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Tandoğan Mahallesi
Boş,Daire,5-10,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,25000.0,Keçiören,Sancaktepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Sincan,Plevne Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,20000.0,Mamak,Yeşilbayır Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,100,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Emrah Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,9,145,155,4.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,100.0,28000.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,11-15,3,85,90,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,100.0,15750.0,Mamak,Fahri Korutürk Mahallesi
Boş,Daire,5-10,3,90,110,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,21500.0,Keçiören,Atapark Mahallesi
Boş,Daire,16-20,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,22000.0,Etimesgut,Topçu Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Sincan,Malazgirt Mahallesi
Boş,Daire,11-15,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Ufuktepe Mahallesi
Boş,Daire,11-15,13,105,117,6.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Yeşiltepe Mahallesi
Boş,Daire,11-15,3,118,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,27000.0,Keçiören,Yayla Mahallesi
Boş,Daire,21 Ve Üzeri,3,70,80,2.Kat,Hayır,Sobalı,1,2+1,Var,100.0,15000.0,Yenimahalle,Tepealtı Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Yenimahalle,Tepealtı Mahallesi
Boş,Daire,21 Ve Üzeri,3,130,150,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,35000.0,Sincan,Pınarbaşı Mahallesi
Boş,Daire,4,3,130,150,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,35000.0,Sincan,Pınarbaşı Mahallesi
Boş,Daire,21 Ve Üzeri,17,55,72,14.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,33500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Villa,3,1,85,95,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,35000.0,Gölbaşı,Hacıhasan Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,900.0,25250.0,Etimesgut,Güzelkent Mahallesi
Boş,Daire,16-20,5,115,125,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Sincan,Fatih Mahallesi
Boş,Daire,21 Ve Üzeri,3,85,110,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,33000.0,Çankaya,Aydınlar Mahallesi
Boş,Daire,11-15,3,100,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,29500.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,11-15,3,100,110,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18000.0,Keçiören,Bademlik Mahallesi
Boş,Daire,3,4,125,135,4.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,250.0,24000.0,Keçiören,Hisar Mahallesi
Boş,Daire,21 Ve Üzeri,5,125,138,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,23000.0,Mamak,Kartaltepe Mahallesi
Boş,Daire,16-20,6,115,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,20000.0,Mamak,Kartaltepe Mahallesi
Boş,Daire,5-10,4,135,150,1.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,1000.0,35000.0,Etimesgut,Ayyıldız Mahallesi
Boş,Daire,16-20,3,110,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Şehit Kubilay Mahallesi
Boş,Daire,11-15,3,110,125,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,18500.0,Mamak,Mehtap Mahallesi
Boş,Daire,5-10,10,120,150,5.Kat,Hayır,Merkezi (Pay Ölçer),1,3+1,Var,150.0,23000.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,11-15,4,140,145,4.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,250.0,18500.0,Keçiören,Karakaya Mahallesi
Boş,Daire,11-15,4,120,135,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19750.0,Keçiören,Karakaya Mahallesi
Boş,Daire,21 Ve Üzeri,5,110,140,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,50.0,25000.0,Pursaklar,Fatih Mahallesi
Mülk Sahibi Oturuyor,Residence,21 Ve Üzeri,30,65,70,7.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,3500.0,58000.0,Çankaya,Mustafa Kemal Mahallesi
Boş,Daire,11-15,3,140,160,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,400.0,45000.0,Çankaya,Birlik Mahallesi
Boş,Daire,21 Ve Üzeri,11,142,181,8.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,1560.0,38000.0,Altındağ,Örnek Mahallesi
Boş,Daire,21 Ve Üzeri,11,182,220,Düz Giriş (Zemin),Hayır,Merkezi (Pay Ölçer),2,4+1,Var,1730.0,38000.0,Altındağ,Gültepe Mahallesi
Boş,Daire,21 Ve Üzeri,11,110,125,Düz Giriş (Zemin),Hayır,Merkezi (Pay Ölçer),1,2+1,Var,1380.0,29000.0,Altındağ,Gültepe Mahallesi
Boş,Daire,16-20,3,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,20000.0,Mamak,Çağlayan Mahallesi
Boş,Daire,16-20,3,115,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,39000.0,Çankaya,Bahçelievler Mahallesi
Kiracı Oturuyor,Daire,11-15,4,120,135,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,800.0,45000.0,Çankaya,Emek Mahallesi
Boş,Daire,11-15,3,90,100,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,1,3,60,70,3.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,38000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,0 (Yeni),5,115,120,4.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,850.0,60000.0,Çankaya,Aziziye Mahallesi
Boş,Daire,21 Ve Üzeri,8,110,120,7.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,1050.0,30000.0,Etimesgut,Eryaman Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,105,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25500.0,Çankaya,Çamlıtepe Mahallesi
Boş,Daire,16-20,6,99,114,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,21000.0,Sincan,29 Ekim Mahallesi
Boş,Daire,16-20,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,21000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,0 (Yeni),15,43,50,9.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,29000.0,Yenimahalle,Cumhuriyet Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,5,110,125,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2500.0,33000.0,Çankaya,Küçükesat Mahallesi
Boş,Daire,0 (Yeni),4,115,125,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,20000.0,Akyurt,Yıldırım Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Keçiören,Etlik Mahallesi
Boş,Daire,5-10,2,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16000.0,Keçiören,Esertepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,130,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,18500.0,Akyurt,Yıldırım Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,25000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,16-20,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18500.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,0 (Yeni),17,45,48,17.Kat,Evet,Merkezi (Pay Ölçer),1,1+1,Var,2950.0,36000.0,Çankaya,Alacaatlı Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,120,4.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,650.0,34000.0,Yenimahalle,İnönü Mahallesi
Boş,Daire,21 Ve Üzeri,10,110,120,6.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,2950.0,26000.0,Çankaya,Mürsel Uluç Mahallesi
Boş,Daire,21 Ve Üzeri,4,165,175,4.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,200.0,28000.0,Keçiören,Basınevleri Mahallesi
Boş,Daire,1,4,45,55,4.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,28500.0,Yenimahalle,Ragıp Tüzün Mahallesi
Boş,Daire,21 Ve Üzeri,4,95,100,4.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,22000.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,11-15,4,165,185,Yüksek Giriş,Evet,Kombi Doğalgaz,2,4+1,Var,1000.0,40000.0,Etimesgut,Ahi Mesut Mahallesi
Boş,Daire,5-10,7,145,165,4.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,275.0,45000.0,Etimesgut,Bağlıca Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,4.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,30000.0,Yenimahalle,Ergazi Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,3,70,80,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,23000.0,Çankaya,Topraklık Mahallesi
Boş,Daire,16-20,3,150,220,3.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,850.0,37000.0,Çankaya,Keklik Pınarı Mahallesi
Boş,Daire,21 Ve Üzeri,6,70,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,35000.0,Çankaya,Maltepe Mahallesi
Boş,Daire,16-20,4,90,100,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,22500.0,Etimesgut,30 Ağustos Mahallesi
Boş,Daire,11-15,7,125,130,3.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,1000.0,33000.0,Etimesgut,Ahi Mesut Mahallesi
Mülk Sahibi Oturuyor,Daire,16-20,8,130,140,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,1000.0,45000.0,Etimesgut,Göksu Mahallesi
Boş,Daire,5-10,3,135,145,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Esertepe Mahallesi
Boş,Daire,5-10,3,125,140,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,3+1,Var,850.0,50000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,2,1,145,160,1.Kat,Hayır,Kombi Doğalgaz,2,4.5+1,Var,200.0,25000.0,Sincan,Mustafa Kemal Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Sincan,Plevne Mahallesi
Boş,Daire,21 Ve Üzeri,8,105,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,23000.0,Etimesgut,Oğuzlar Mahallesi
Boş,Daire,16-20,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Etimesgut,Elvan Mahallesi
Boş,Daire,0 (Yeni),24,190,210,15.Kat,Hayır,Yerden Isıtma,3,4+1,Var,200.0,70000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Selçuklu Mahallesi
Boş,Daire,3,3,110,125,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,2,4+1,Var,275.0,21500.0,Altındağ,Doğantepe Mahallesi
Mülk Sahibi Oturuyor,Daire,5-10,4,115,125,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,300.0,23000.0,Sincan,Mustafa Kemal Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26500.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,3,105,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,32000.0,Çankaya,Çamlıtepe Mahallesi
Boş,Daire,16-20,3,125,148,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Çaldıran Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18500.0,Sincan,Akşemsettin Mahallesi
Boş,Daire,11-15,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,26000.0,Etimesgut,Alsancak Mahallesi
Boş,Daire,5-10,3,200,220,3.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,200.0,29500.0,Keçiören,Osmangazi Mahallesi
Boş,Daire,1,5,60,70,Kot 1 (-1).Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,24000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,16-20,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,22000.0,Keçiören,Aktepe Mahallesi
Boş,Daire,2,12,120,140,10.Kat,Hayır,Merkezi (Pay Ölçer),1,3+1,Var,150.0,33000.0,Mamak,Türközü Mahallesi
Boş,Daire,5-10,13,72,90,2.Kat,Evet,Merkezi (Pay Ölçer),2,2+1,Var,1000.0,36000.0,Etimesgut,Yeni Bağlıca Mahallesi
Boş,Daire,11-15,3,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,0 (Yeni),12,85,90,7.Kat,Hayır,Merkezi Doğalgaz,2,2+1,Var,150.0,30000.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,11-15,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Sincan,Plevne Mahallesi
Boş,Daire,16-20,10,165,180,9.Kat,Evet,Kombi Doğalgaz,2,4+1,Var,3700.0,50000.0,Etimesgut,Eryaman Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,4.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2500.0,42000.0,Çankaya,Çankaya Mahallesi
Boş,Daire,21 Ve Üzeri,17,60,72,4.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,26500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,3,3,120,125,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,1850.0,28500.0,Çankaya,Harbiye Mahallesi
Boş,Daire,21 Ve Üzeri,21,110,130,14.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,500.0,62000.0,Gölbaşı,Kızılcaşar Mahallesi
Boş,Daire,21 Ve Üzeri,7,110,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,22000.0,Etimesgut,Ayyıldız Mahallesi
Boş,Daire,4,5,125,135,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,250.0,32000.0,Keçiören,Atapark Mahallesi
Boş,Daire,21 Ve Üzeri,3,105,112,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,28000.0,Keçiören,Şenlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,85,95,Bahçe Katı,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16000.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,16-20,4,130,145,4.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,850.0,42000.0,Çankaya,Hilal Mahallesi
Boş,Daire,16-20,3,280,320,3.Kat,Hayır,Kombi Doğalgaz,4,6+1,Var,850.0,57000.0,Çankaya,Hilal Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21900.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,11-15,12,110,130,6.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,2950.0,47000.0,Çankaya,Yıldızevler Mahallesi
Boş,Daire,21 Ve Üzeri,2,100,115,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,23000.0,Keçiören,Yayla Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,105,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23500.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,5-10,15,220,270,13.Kat,Evet,Merkezi (Pay Ölçer),2,4.5+1,Var,450.0,53500.0,Keçiören,Yükseltepe Mahallesi
Boş,Daire,11-15,17,150,155,2.Kat,Hayır,Yerden Isıtma,2,3+1,Var,200.0,39500.0,Keçiören,Yükseltepe Mahallesi
Boş,Daire,11-15,3,130,140,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25900.0,Keçiören,Yayla Mahallesi
Boş,Daire,4,30,190,235,16.Kat,Evet,Merkezi (Pay Ölçer),3,4+1,Var,450.0,55000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,5-10,5,110,120,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,28000.0,Keçiören,Yayla Mahallesi
Boş,Daire,21 Ve Üzeri,3,80,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,22500.0,Keçiören,Emrah Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,5-10,5,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,25500.0,Altındağ,Feridun Çelik Mahallesi
Boş,Daire,1,17,190,210,11.Kat,Evet,Yerden Isıtma,2,4.5+1,Var,450.0,51500.0,Keçiören,Ovacık Mahallesi
Boş,Daire,21 Ve Üzeri,3,80,85,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17500.0,Keçiören,Yakacık Mahallesi
Boş,Daire,5-10,4,130,150,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Keçiören,Yayla Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18500.0,Keçiören,Etlik Mahallesi
Kiracı Oturuyor,Daire,11-15,10,82,94,7.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,1200.0,22500.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,1,3,85,95,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18000.0,Sincan,29 Ekim Mahallesi
Mülk Sahibi Oturuyor,Daire,21 Ve Üzeri,5,130,131,4.Kat,Hayır,Kombi Doğalgaz,1,5+0,Var,850.0,16000.0,Çankaya,Kültür Mahallesi
Boş,Daire,0 (Yeni),13,187,211,5.Kat,Evet,Yerden Isıtma,2,4+1,Var,1500.0,39250.0,Pursaklar,Saray Cumhuriyet Mahallesi
Boş,Daire,0 (Yeni),15,50,60,10.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,35000.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,0 (Yeni),15,50,60,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,500.0,25500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,16-20,8,110,120,8.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,275.0,20000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,16-20,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,19000.0,Altındağ,Beşikkaya Mahallesi
Boş,Daire,11-15,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21000.0,Mamak,Yeni Bayındır Mahallesi
Boş,Daire,16-20,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,23000.0,Etimesgut,Piyade Mahallesi
Boş,Daire,11-15,10,140,160,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,1350.0,30000.0,Yenimahalle,Ata Mahallesi
Boş,Daire,1,18,145,165,15.Kat,Evet,Merkezi (Pay Ölçer),2,3.5+1,Var,2950.0,93000.0,Çankaya,Beytepe Mahallesi
Boş,Daire,1,18,145,165,12.Kat,Evet,Merkezi (Pay Ölçer),2,3.5+1,Var,2950.0,90000.0,Çankaya,Beytepe Mahallesi
Boş,Daire,2,30,103,120,8.Kat,Evet,Merkezi (Pay Ölçer),2,2+1,Var,275.0,53000.0,Gölbaşı,Kızılcaşar Mahallesi
Boş,Daire,11-15,8,110,120,8.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,275.0,20000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,2.Kat,Hayır,Kombi Doğalgaz,6+,2+1,Var,850.0,30000.0,Çankaya,Ön Cebeci Mahallesi
Boş,Daire,11-15,3,80,90,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,17500.0,Etimesgut,İstasyon Mahallesi
Boş,Daire,16-20,13,89,109,3.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,700.0,16250.0,Keçiören,Bağlarbaşı Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,18000.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,16-20,6,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25000.0,Yenimahalle,Demetlale Mahallesi
Boş,Daire,5-10,3,125,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Yayla Mahallesi
Boş,Daire,5-10,3,125,135,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Yayla Mahallesi
Boş,Daire,16-20,3,220,240,3.Kat,Hayır,Kombi Doğalgaz,2,5+0,Var,150.0,35000.0,Mamak,Mehtap Mahallesi
Boş,Daire,16-20,3,115,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25750.0,Etimesgut,Süvari Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,20000.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,5-10,8,168,175,2.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,1000.0,58500.0,Etimesgut,Yapracık Mahallesi
Boş,Daire,21 Ve Üzeri,13,135,140,12.Kat,Evet,Merkezi Doğalgaz,2,3+1,Var,650.0,38000.0,Yenimahalle,Mehmet Akif Ersoy Mahallesi
Boş,Daire,11-15,30,85,105,6.Kat,Evet,Merkezi (Pay Ölçer),1,1+1,Var,2950.0,57000.0,Çankaya,Oran Mahallesi
Boş,Daire,11-15,3,110,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Yok,150.0,19000.0,Etimesgut,Topçu Mahallesi
Boş,Daire,16-20,3,90,100,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,20000.0,Sincan,Atatürk Mahallesi
Boş,Daire,16-20,3,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,22000.0,Etimesgut,Piyade Mahallesi
Boş,Daire,16-20,4,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Tandoğan Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,450.0,24000.0,Etimesgut,Oğuzlar Mahallesi
Boş,Daire,11-15,3,105,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,25000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,120,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Plevne Mahallesi
Boş,Daire,16-20,3,135,145,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,28000.0,Etimesgut,Alsancak Mahallesi
Boş,Daire,11-15,3,110,115,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19500.0,Keçiören,İncirli Mahallesi
Boş,Daire,21 Ve Üzeri,3,105,110,2.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,850.0,35000.0,Çankaya,Kavaklıdere Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Sincan,Selçuklu Mahallesi
Boş,Daire,21 Ve Üzeri,2,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,2.5+1,Var,150.0,23000.0,Mamak,Tuzluçayır Mahallesi
