Kullanım Durumu,Tipi,Binanın Yaşı,Binanın Kat Sayısı,Net Metrekare,Brüt Metrekare,Bulunduğu Kat,Site İçerisinde,Isıtma Tipi,Banyo Sayısı,Oda Sayısı,Balkon Durumu,Aidat,Fiyat,Ilce,Mahalle
Boş,Daire,21 Ve Üzeri,9,140,150,5.Kat,Hayır,Merkezi Doğalgaz,2,3+1,Var,300.0,27500.0,Yenimahalle,Çiğdemtepe Mahallesi
Boş,Daire,11-15,3,150,160,1.Kat,Hayır,Kombi Doğalgaz,1,4+1,Var,200.0,32000.0,Keçiören,Etlik Mahallesi
Boş,Daire,2,2,90,110,2.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,750.0,37500.0,Gölbaşı,Taşpınar Mahallesi
Boş,Daire,16-20,4,115,130,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19000.0,Keçiören,Bademlik Mahallesi
Boş,Daire,0 (Yeni),14,45,55,Düz Giriş (Zemin),Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,35000.0,Yenimahalle,Yuvaköy Mahallesi
Boş,Daire,16-20,8,178,210,2.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,850.0,67500.0,Çankaya,Kızılırmak Mahallesi
Boş,Daire,16-20,5,80,90,Yüksek Giriş,Evet,Kombi Doğalgaz,1,2+1,Var,250.0,25000.0,Sincan,Yunus Emre Mahallesi
Boş,Daire,21 Ve Üzeri,15,175,185,9.Kat,Hayır,Merkezi Doğalgaz,2,4+1,Var,850.0,55000.0,Çankaya,Oran Mahallesi
Boş,Daire,21 Ve Üzeri,4,105,120,Yüksek Giriş,Evet,Kombi Doğalgaz,1,3+1,Var,300.0,19000.0,Sincan,Selçuklu Mahallesi
Boş,Daire,16-20,8,165,175,6.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,62000.0,Çankaya,İşçi Blokları Mahallesi
Boş,Daire,11-15,3,100,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Sincan,Plevne Mahallesi
Boş,Daire,1,3,38,51,2.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,22000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,38000.0,Çankaya,Ayrancı Mahallesi
Boş,Daire,16-20,3,110,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20800.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,21 Ve Üzeri,4,75,95,1.Kat,Evet,Merkezi Doğalgaz,1,2+1,Var,1000.0,31000.0,Etimesgut,Şehit Osman Avcı Mahallesi
Boş,Daire,21 Ve Üzeri,15,75,95,2.Kat,Evet,Merkezi Doğalgaz,1,2+1,Var,1000.0,33750.0,Etimesgut,Şehit Osman Avcı Mahallesi
Boş,Daire,0 (Yeni),3,40,46,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,40000.0,Çankaya,Oğuzlar Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,125,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Sincan,Pınarbaşı Mahallesi
Boş,Daire,1,3,70,75,2.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,850.0,50000.0,Çankaya,Kazım Özalp Mahallesi
Boş,Daire,21 Ve Üzeri,5,120,128,4.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,30000.0,Yenimahalle,Batı Sitesi Mahallesi
Boş,Daire,1,15,205,235,14.Kat,Evet,Yerden Isıtma,4,4.5+1,Var,650.0,62000.0,Yenimahalle,Yuvaköy Mahallesi
Boş,Daire,11-15,3,90,100,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17900.0,Keçiören,Etlik Mahallesi
Boş,Daire,0 (Yeni),2,35,53,Kot 1 (-1).Kat,Hayır,Yerden Isıtma,1,1+1,Yok,850.0,27000.0,Çankaya,Osman Temiz Mahallesi
Boş,Daire,21 Ve Üzeri,2,70,80,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,25500.0,Yenimahalle,Beştepe Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,4,4,75,85,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,40000.0,Altındağ,Aydınlıkevler Mahallesi
Boş,Daire,1,3,48,68,2.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,28500.0,Gölbaşı,Taşpınar Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,95,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,15000.0,Mamak,Yeşilbayır Mahallesi
Boş,Daire,5-10,16,140,150,2.Kat,Evet,Yerden Isıtma,2,3+1,Var,450.0,43000.0,Keçiören,Yükseltepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,90,110,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,21000.0,Yenimahalle,Ragıp Tüzün Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,4,100,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,27000.0,Yenimahalle,Ragıp Tüzün Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,135,1.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,250.0,18500.0,Sincan,Andiçen Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,27500.0,Çankaya,Öveçler Mahallesi
Boş,Daire,21 Ve Üzeri,3,105,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,26000.0,Keçiören,İncirli Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21000.0,Mamak,Abidinpaşa Mahallesi
Boş,Daire,21 Ve Üzeri,6,140,150,1.Kat,Hayır,Kombi Doğalgaz,1,5+1,Var,275.0,41000.0,Altındağ,Hacettepe Mahallesi
Boş,Daire,5-10,10,85,90,3.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,725.0,16250.0,Mamak,Zirvekent Mahallesi
Boş,Daire,0 (Yeni),4,80,95,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18500.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,11-15,3,115,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18750.0,Keçiören,Ufuktepe Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,32000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,16-20,6,100,110,6.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,32000.0,Yenimahalle,Demetevler Mahallesi
Boş,Daire,16-20,3,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Keçiören,Pınarbaşı Mahallesi
Boş,Daire,21 Ve Üzeri,4,130,135,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,19999.0,Sincan,Osmanlı Mahallesi
Boş,Daire,5-10,20,180,190,15.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,2950.0,105000.0,Çankaya,Ümit Mahallesi
Boş,Daire,21 Ve Üzeri,12,110,120,7.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,2950.0,48000.0,Çankaya,İşçi Blokları Mahallesi
Boş,Daire,0 (Yeni),4,30,32,Düz Giriş (Zemin),Hayır,Merkezi Doğalgaz,1,Stüdyo,Var,850.0,20750.0,Çankaya,Konutkent Mahallesi
Boş,Daire,11-15,3,130,140,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19000.0,Keçiören,Atapark Mahallesi
Boş,Daire,21 Ve Üzeri,2,85,100,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,23000.0,Gölbaşı,Karşıyaka Mahallesi
Boş,Daire,11-15,8,120,140,4.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,725.0,28000.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,0 (Yeni),4,80,95,3.Kat,Hayır,Yerden Isıtma,1,2+1,Var,500.0,30000.0,Gölbaşı,Örencik Mahallesi
Boş,Daire,5-10,10,170,180,3.Kat,Evet,Kombi Doğalgaz,2,4+1,Var,1500.0,32000.0,Pursaklar,Saray Fatih Mahallesi
Boş,Daire,16-20,3,115,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Yeşiltepe Mahallesi
Boş,Daire,3,29,210,230,7.Kat,Evet,Yerden Isıtma,2,4+1,Var,2950.0,110000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,21 Ve Üzeri,5,170,190,2.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,850.0,53000.0,Çankaya,Çiğdem Mahallesi
Boş,Daire,11-15,3,120,130,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23500.0,Keçiören,Bademlik Mahallesi
Boş,Daire,4,14,100,110,4.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,1000.0,26000.0,Mamak,Altıağaç Mahallesi
Boş,Daire,16-20,3,110,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,18500.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,3,6,88,94,4.Kat,Hayır,Yerden Isıtma,1,2+1,Var,4000.0,85000.0,Çankaya,Çukurambar Mahallesi
Boş,Daire,3,6,70,75,6.Kat,Hayır,Yerden Isıtma,1,1+1,Var,4000.0,70000.0,Çankaya,Çukurambar Mahallesi
Boş,Daire,0 (Yeni),3,90,100,3.Kat,Hayır,Yerden Isıtma,3,2+1,Var,500.0,42000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,2,85,145,2.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,500.0,40000.0,Yenimahalle,Beştepe Mahallesi
Boş,Daire,21 Ve Üzeri,6,115,125,Bahçe Katı,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,18000.0,Yenimahalle,Demetlale Mahallesi
Boş,Daire,11-15,3,115,135,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,25000.0,Keçiören,Adnan Menderes Mahallesi
Boş,Daire,21 Ve Üzeri,9,180,225,2.Kat,Hayır,Merkezi Doğalgaz,2,4+1,Var,4500.0,50000.0,Çankaya,Huzur Mahallesi
Boş,Daire,11-15,3,115,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,25500.0,Gölbaşı,Gaziosmanpaşa Mahallesi
Boş,Daire,11-15,5,80,100,5.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,1000.0,40000.0,Çankaya,Kültür Mahallesi
Kiracı Oturuyor,Daire,5-10,4,75,90,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Yok,800.0,39500.0,Çankaya,Emek Mahallesi
Boş,Daire,11-15,3,45,50,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,200.0,19000.0,Keçiören,Karargahtepe Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,20000.0,Mamak,Küçük Kayaş Mahallesi
Boş,Daire,11-15,3,100,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25750.0,Keçiören,Şefkat Mahallesi
Boş,Daire,5-10,3,50,55,Bahçe Katı,Hayır,Kombi Doğalgaz,1,1+1,Var,275.0,19750.0,Etimesgut,Süvari Mahallesi
Boş,Daire,5-10,5,70,75,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,41500.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,9,130,145,7.Kat,Evet,Merkezi Doğalgaz,2,4+1,Var,2950.0,62500.0,Çankaya,Çiğdem Mahallesi
Boş,Daire,5-10,3,110,115,2.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,450.0,18000.0,Keçiören,Osmangazi Mahallesi
Boş,Daire,5-10,9,140,180,5.Kat,Evet,Merkezi Doğalgaz,2,3.5+1,Var,500.0,30000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,11-15,3,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,20000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,19000.0,Mamak,Küçük Kayaş Mahallesi
Boş,Daire,11-15,3,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,21500.0,Etimesgut,30 Ağustos Mahallesi
Boş,Daire,11-15,12,85,95,Yüksek Giriş,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,16500.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,11-15,10,85,95,9.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,20000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,5-10,3,85,95,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17000.0,Mamak,Altıağaç Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,25500.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,34000.0,Çankaya,Öveçler Mahallesi
Kiracı Oturuyor,Daire,5-10,7,135,155,7.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,500.0,32000.0,Yenimahalle,Çiğdemtepe Mahallesi
Boş,Daire,5-10,13,140,150,13.Kat,Evet,Merkezi Doğalgaz,2,3+1,Var,500.0,35000.0,Yenimahalle,Pamuklar Mahallesi
Boş,Daire,11-15,12,59,64,6.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,1500.0,35000.0,Çankaya,Emek Mahallesi
Boş,Daire,21 Ve Üzeri,5,85,95,5.Kat,Hayır,Kombi Doğalgaz,Yok,2+1,Var,500.0,35000.0,Çankaya,İşçi Blokları Mahallesi
Boş,Daire,5-10,9,125,140,9.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,250.0,15000.0,Sincan,Alcı Mahallesi
Boş,Daire,0 (Yeni),4,70,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,28500.0,Altındağ,Aydınlıkevler Mahallesi
Boş,Daire,0 (Yeni),3,150,160,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,500.0,46000.0,Gölbaşı,Örencik Mahallesi
Boş,Daire,16-20,3,100,110,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,18000.0,Mamak,Çağlayan Mahallesi
Boş,Daire,5-10,10,145,150,7.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,500.0,34000.0,Yenimahalle,Çiğdemtepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,50,55,2.Kat,Evet,Merkezi Doğalgaz,1,1+1,Var,1000.0,23000.0,Etimesgut,Şeyh Şamil Mahallesi
Boş,Daire,5-10,4,105,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22500.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,0 (Yeni),17,160,180,11.Kat,Evet,Kombi Doğalgaz,2,4+1,Var,650.0,47000.0,Yenimahalle,Yuvaköy Mahallesi
Boş,Daire,16-20,2,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,0 (Yeni),3,45,48,Yüksek Giriş,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,850.0,29000.0,Çankaya,Şehit Cevdet Özdemir Mahallesi
Boş,Daire,16-20,3,130,150,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,34000.0,Çankaya,Bağcılar Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,130,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21000.0,Yenimahalle,Ergenekon Mahallesi
Boş,Daire,0 (Yeni),4,100,110,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,38000.0,Çankaya,Aşıkpaşa Mahallesi
Boş,Daire,16-20,3,120,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Ayvalı Mahallesi
Mülk Sahibi Oturuyor,Daire,21 Ve Üzeri,4,50,130,4.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,300.0,27000.0,Çankaya,Doğuş Mahallesi
Boş,Daire,11-15,7,100,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25500.0,Mamak,Kutlu Mahallesi
Boş,Daire,21 Ve Üzeri,2,125,128,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,27500.0,Çankaya,Murat Mahallesi
Boş,Daire,16-20,3,135,145,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,350.0,40000.0,Çankaya,Birlik Mahallesi
Boş,Daire,21 Ve Üzeri,3,135,145,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,1000.0,53000.0,Çankaya,Birlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,125,135,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,27000.0,Yenimahalle,İlkyerleşim Mahallesi
Boş,Daire,16-20,3,99,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17000.0,Keçiören,Pınarbaşı Mahallesi
Boş,Daire,0 (Yeni),4,70,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,28500.0,Altındağ,Aydınlıkevler Mahallesi
Boş,Daire,0 (Yeni),3,70,75,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,750.0,55000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2000.0,37000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,125,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,50.0,36000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,21 Ve Üzeri,5,100,120,3.Kat,Hayır,Merkezi Fueloil,1,3+1,Var,2650.0,22500.0,Çankaya,Fakülteler Mahallesi
Boş,Daire,0 (Yeni),16,200,220,6.Kat,Evet,Merkezi (Pay Ölçer),2,4.5+1,Var,450.0,59000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,21 Ve Üzeri,7,110,120,7.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,28000.0,Etimesgut,Topçu Mahallesi
Boş,Daire,11-15,5,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,22000.0,Mamak,General Zeki Doğan Mahallesi
Boş,Daire,0 (Yeni),4,45,55,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,28500.0,Çankaya,Hilal Mahallesi
Boş,Daire,0 (Yeni),4,45,55,4.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,30000.0,Çankaya,Yukarı Dikmen Mahallesi
Boş,Daire,16-20,2,110,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17500.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Polatlı,Şehitlik Mahallesi
Boş,Daire,1,3,50,60,Kot 3 (-3).Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,29000.0,Çankaya,Büyükesat Mahallesi
Boş,Villa,21 Ve Üzeri,3,200,250,2.Kat,Evet,Kombi Doğalgaz,2,5+1,Var,1000.0,48000.0,Etimesgut,Bağlıca Mahallesi
Boş,Daire,16-20,3,220,260,2.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,850.0,40000.0,Çankaya,Aşağı Öveçler Mahallesi
Boş,Daire,21 Ve Üzeri,9,130,140,1.Kat,Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,64000.0,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mahallesi
Boş,Daire,1,3,40,45,3.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,28000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,21 Ve Üzeri,3,70,80,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,25000.0,Çankaya,Fakülteler Mahallesi
Boş,Daire,0 (Yeni),25,117,134,25.Kat,Evet,Yerden Isıtma,2,3+1,Var,450.0,55000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,11-15,3,120,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,120,5.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,650.0,36000.0,Yenimahalle,Yeni Batı Mahallesi
Boş,Daire,0 (Yeni),4,110,115,Yüksek Giriş,Hayır,Kombi Doğalgaz,Yok,3+1,Var,200.0,20000.0,Sincan,Mustafa Kemal Mahallesi
Boş,Daire,16-20,5,120,135,Kot 4 (-4).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,28000.0,Çankaya,Erzurum Mahallesi
Boş,Daire,16-20,4,120,140,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,850.0,46000.0,Çankaya,Yıldızevler Mahallesi
Boş,Daire,5-10,25,300,320,23.Kat,Evet,Merkezi (Pay Ölçer),2,5+1,Var,2950.0,69000.0,Çankaya,Alacaatlı Mahallesi
Boş,Daire,1,8,80,85,6.Kat,Evet,Merkezi (Pay Ölçer),2,2+0,Var,1000.0,28500.0,Etimesgut,Yeşilova Mahallesi
Boş,Daire,5-10,34,186,214,6.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,275.0,73000.0,Gölbaşı,Kızılcaşar Mahallesi
Boş,Daire,21 Ve Üzeri,5,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21500.0,Keçiören,Etlik Mahallesi
Boş,Daire,0 (Yeni),3,50,55,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,27000.0,Gölbaşı,Kızılcaşar Mahallesi
Boş,Daire,16-20,6,135,150,4.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,1009.0,20000.0,Beypazarı,Hacıkara Mahallesi
Boş,Daire,0 (Yeni),2,46,50,2.Kat,Evet,Kombi Doğalgaz,1,1+1,Var,1009.0,15000.0,Beypazarı,Kurtuluş Mahallesi
Boş,Daire,2,8,90,100,7.Kat,Hayır,Kombi Doğalgaz,1,3+0,Var,500.0,35000.0,Gölbaşı,Şafak Mahallesi
Boş,Daire,11-15,4,100,115,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,25000.0,Gölbaşı,Bahçelievler Mahallesi
Boş,Daire,5-10,7,75,85,Kot 1 (-1).Kat,Hayır,Merkezi (Pay Ölçer),1,2+1,Var,150.0,25000.0,Mamak,Karaağaç Mahallesi
Boş,Daire,5-10,14,105,115,6.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,150.0,25000.0,Mamak,Altıağaç Mahallesi
Boş,Daire,11-15,14,175,192,5.Kat,Hayır,Merkezi Doğalgaz,2,4+1,Var,275.0,36000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,0 (Yeni),13,85,95,3.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,275.0,39500.0,Etimesgut,Bağlıca Mahallesi
Boş,Daire,5-10,30,35,45,2.Kat,Evet,Yerden Isıtma,1,1+1,Var,2950.0,31500.0,Çankaya,Konutkent Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2000.0,37000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,11-15,4,110,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,17000.0,Altındağ,Karapürçek Mahallesi
Boş,Daire,11-15,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Osmangazi Mahallesi
Boş,Daire,1,11,145,160,5.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,250.0,36000.0,Sincan,Saraycık Mahallesi
Boş,Daire,21 Ve Üzeri,2,90,100,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17000.0,Keçiören,Uyanış Mahallesi
Boş,Daire,3,16,120,130,9.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,2950.0,97000.0,Çankaya,İlkbahar Mahallesi
Boş,Daire,21 Ve Üzeri,17,200,220,9.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,2950.0,110000.0,Çankaya,Güzeltepe Mahallesi
Boş,Daire,11-15,3,107,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15500.0,Sincan,Selçuklu Mahallesi
Boş,Daire,5-10,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Keçiören,Sancaktepe Mahallesi
Boş,Daire,0 (Yeni),15,75,90,5.Kat,Hayır,Merkezi (Pay Ölçer),2,2+1,Var,500.0,39500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,0 (Yeni),4,120,135,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,400.0,27500.0,Sincan,Menderes Mahallesi
Boş,Daire,21 Ve Üzeri,15,96,110,13.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,1000.0,30500.0,Etimesgut,Şehit Osman Avcı Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,135,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,400.0,25000.0,Sincan,Mustafa Kemal Mahallesi
Boş,Daire,5-10,11,150,160,5.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,500.0,32000.0,Yenimahalle,Kuzey Yıldızı Mahallesi
Boş,Daire,21 Ve Üzeri,2,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,250.0,23500.0,Pursaklar,Mimar Sinan Mahallesi
Boş,Daire,5-10,3,130,140,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,20000.0,Mamak,Başak Mahallesi
Boş,Daire,21 Ve Üzeri,2,80,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,15000.0,Keçiören,Şefkat Mahallesi
Boş,Daire,16-20,3,90,100,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15500.0,Keçiören,Bademlik Mahallesi
Boş,Daire,5-10,3,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Keçiören,Bademlik Mahallesi
